vOTU_ID	size	Novel_species	VC	VClustering	Novel_genus	dominant	source	checkv_quality	viral_lifecycle	Related_to_PP	With_ARG	viral_taxonomy_lineage	host_taxonomy_lineage	geNomad	checkV (at least medium)	VIBRANT	Viral_verify	lineage_vcontact
vOTU_4443	10555	No	OUT/SINGLE	OUT/SINGLE/OVER	No	No	UHGV	Low-quality	ND	No	No	root;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Ruminococcus_C;s__Ruminococcus_C callidus	1	0	0	0	NA
vOTU_4444	38848	No	696	696	No	No	UHGV	High-quality	temperate	No	No	root;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	d__Bacteria;p__Firmicutes;c__Bacilli;o__RF39;f__UBA660	1	1	0	1	NA
vOTU_4445	14096	No	OUT/SINGLE	OUT/SINGLE/OVER	No	No	UHGV	Not-determined	ND	No	No	root;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides sp900066265	1	0	0	0	NA
vOTU_4446	12982	No	464	464	No	No	UHGV	Low-quality	ND	No	No	root;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Crassvirales;Zeta-crassviridae	ND	1	0	0	1	NA
vOTU_4447	27972	No	118	118	No	No	UHGV	Medium-quality	ND	No	No	root;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides uniformis	1	1	0	1	NA
vOTU_4448	51250	No	512	512	No	No	UHGV	High-quality	temperate	No	No	root;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Acidaminococcales;f__Acidaminococcaceae;g__Phascolarctobacterium;s__Phascolarctobacterium faecium	1	1	1	1	NA
vOTU_4449	11096	No	386	386	No	No	UHGV	Not-determined	ND	No	No	root;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides xylanisolvens	1	0	0	0	NA
vOTU_4450	28526	No	522	522	No	No	UHGV	Medium-quality	ND	No	No	root;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__TANB77;f__CAG-508;g__CAG-273;s__CAG-273 sp003534295	1	1	0	1	NA
vOTU_4451	33012	No	140	140	No	No	UHGV	Medium-quality	ND	No	No	root;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__UBA1394;s__UBA1394 sp900066845	1	1	0	1	NA
vOTU_4452	17174	No	OUT/SINGLE	OUT/SINGLE/OVER	No	No	UHGV	Low-quality	ND	No	No	root;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides stercoris	1	0	0	0	NA
vOTU_4453	44224	No	581	581	No	No	UHGV	High-quality	temperate	No	No	root;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Ruminococcus_E;s__Ruminococcus_E sp003438075	1	1	0	1	NA
vOTU_4454	15625	No	967	967	No	No	UHGV	Low-quality	ND	No	No	root;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Flavonifractor;s__Flavonifractor plautii	1	0	0	0	NA
vOTU_4455	12362	No	456	456	No	No	UHGV	Low-quality	ND	No	No	root;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides uniformis	1	0	0	0	NA
vOTU_4456	32040	No	OUT/SINGLE	OUT/SINGLE/OVER	No	No	UHGV	Low-quality	ND	No	No	root;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Gemmiger;s__Gemmiger formicilis	1	0	0	0	NA
vOTU_4457	18882	No	75;269	OUT/SINGLE/OVER	No	No	UHGV	Low-quality	ND	No	No	root;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides ovatus	1	0	0	0	NA
vOTU_4458	11674	No	240	240	No	No	UHGV	Complete	non-temperate	No	No	root;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae	1	1	0	1	NA
vOTU_4459	30365	No	319	319	No	No	UHGV	High-quality	temperate	No	No	root;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides caecimuris	1	1	1	1	NA
vOTU_4460	11079	No	OUT/SINGLE	OUT/SINGLE/OVER	No	No	UHGV	Low-quality	ND	No	No	root;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Gemmiger;s__Gemmiger formicilis	1	0	0	0	NA
vOTU_4461	14950	No	OUT/SINGLE	OUT/SINGLE/OVER	No	No	UHGV	Low-quality	ND	No	No	root;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	d__Bacteria;p__Desulfobacterota;c__Desulfovibrionia;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Desulfovibrio;s__Desulfovibrio sp900556755	1	0	0	0	NA
vOTU_4462	33322	No	120	120	No	No	UHGV	High-quality	temperate	No	No	root;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Flavonifractor;s__Flavonifractor plautii	1	1	1	1	NA
vOTU_4463	13339	No	OUT/SINGLE	OUT/SINGLE/OVER	No	No	UHGV	Low-quality	ND	No	No	root;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Dysosmobacter;s__Dysosmobacter welbionis	1	0	0	1	NA
vOTU_4464	27232	No	OUT/SINGLE	OUT/SINGLE/OVER	No	No	UHGV	Low-quality	ND	No	No	root;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella histicola	1	0	0	1	NA
vOTU_4465	11387	No	696	696	No	No	UHGV	Low-quality	ND	No	No	root;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	d__Bacteria;p__Firmicutes;c__Bacilli;o__RF39;f__UBA660;g__CAG-417;s__CAG-417 sp000432835	1	0	0	0	NA
vOTU_4466	12283	No	603	603	No	No	UHGV	Low-quality	ND	No	No	root;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Copromonas;s__Copromonas sp000435795	1	0	0	1	NA
vOTU_4467	18988	No	532	532	No	No	UHGV	Low-quality	ND	No	No	root;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium;s__Faecalibacterium prausnitzii	1	0	0	1	NA
vOTU_4468	12771	No	420	420	No	No	UHGV	Low-quality	ND	No	No	root;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium;s__Faecalibacterium prausnitzii_D	1	0	1	1	NA
vOTU_4469	20033	No	OUT/SINGLE	OUT/SINGLE/OVER	No	No	UHGV	Low-quality	ND	No	No	root;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Enterocloster;s__Enterocloster bolteae	1	0	0	1	NA
vOTU_4470	10908	No	887	887	No	No	UHGV	Low-quality	ND	No	No	root;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides sp900556625	1	0	0	0	NA
vOTU_4471	32123	No	102	102	No	No	UHGV	Medium-quality	ND	No	No	root;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Winoviridae	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes putredinis	1	1	0	1	NA
vOTU_4472	20748	No	2	2	No	No	UHGV	Medium-quality	ND	Yes	No	root;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Skunavirus	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Lactococcus;s__Lactococcus lactis	1	1	0	1	NA
vOTU_4473	33698	No	171	171	No	No	UHGV	High-quality	non-temperate	No	No	root;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Lawsonibacter;s__Lawsonibacter asaccharolyticus	1	1	1	1	NA
vOTU_4474	11536	No	103	103	No	No	UHGV	Low-quality	ND	No	No	root;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Crassvirales;Delta-crassviridae	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;s__Parabacteroides merdae	1	0	0	0	NA
vOTU_4475	15148	No	149	149	No	No	UHGV	Low-quality	ND	No	No	root;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Ruminococcus_C;s__Ruminococcus_C callidus	1	0	0	1	NA
vOTU_4476	30959	No	235	235	No	No	UHGV	Medium-quality	ND	No	No	root;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides sp002491635	1	1	0	0	NA
vOTU_4477	16232	No	45	45	No	No	UHGV	Low-quality	ND	No	No	root;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__F0428;s__F0428 sp003043955	1	0	0	1	NA
vOTU_4478	12878	No	OUT/SINGLE	OUT/SINGLE/OVER	No	No	UHGV	Low-quality	ND	No	No	root;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Sutterella;s__Sutterella wadsworthensis_A	1	0	0	0	NA
vOTU_4479	24285	No	502;723	OUT/SINGLE/OVER	No	No	UHGV	Low-quality	ND	No	No	root;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Gemmiger;s__Gemmiger formicilis	1	0	0	0	NA
vOTU_4480	14317	No	123	123	No	No	UHGV	Not-determined	ND	No	No	root;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides uniformis	1	0	0	0	NA
vOTU_4481	102172	No	410	410	No	No	UHGV	High-quality	temperate	No	No	root;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	d__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Erysipelatoclostridiaceae;g__Erysipelatoclostridium;s__Erysipelatoclostridium ramosum	1	1	1	1	NA
vOTU_4482	31449	No	144;248;956	OUT/SINGLE/OVER	No	No	UHGV	Medium-quality	ND	No	No	root;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides thetaiotaomicron	1	1	0	1	NA
vOTU_4483	13397	No	OUT/SINGLE	OUT/SINGLE/OVER	No	No	UHGV	Low-quality	ND	Yes	No	root;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Skunavirus	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Lactococcus;s__Lactococcus lactis	1	0	0	1	NA
vOTU_4484	23434	No	OUT/SINGLE	OUT/SINGLE/OVER	No	No	UHGV	Low-quality	ND	No	No	root;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella sp900313215	1	0	0	1	NA
vOTU_4485	39237	No	110	110	No	No	UHGV	High-quality	temperate	No	No	root;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Lachnoclostridium_B;s__Lachnoclostridium_B sp900066555	1	1	1	1	NA
vOTU_4486	37300	No	110	110	No	No	UHGV	High-quality	temperate	No	No	root;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__KLE1615;s__KLE1615 sp900066985	1	1	1	1	NA
vOTU_4487	12072	No	OUT/SINGLE	OUT/SINGLE/OVER	No	No	UHGV	Low-quality	ND	No	No	root;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__CAG-272;g__UMGS1696;s__UMGS1696 sp900753285	1	0	0	1	NA
vOTU_4488	18375	No	653	653	No	No	UHGV	High-quality	non-temperate	No	No	root;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium breve	1	1	1	1	NA
vOTU_4489	178602	No	188	188	No	No	UHGV	High-quality	non-temperate	No	No	root;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Crassvirales;Zeta-crassviridae	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Phocaeicola;s__Phocaeicola dorei	1	1	0	1	NA
vOTU_4490	14449	No	15;26	OUT/SINGLE/OVER	No	No	UHGV	Low-quality	ND	No	No	root;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Salasmaviridae	ND	1	0	1	1	NA
vOTU_4491	10174	No	565	565	No	No	UHGV	Low-quality	ND	No	No	root;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Paraprevotella;s__Paraprevotella clara	1	0	0	1	NA
vOTU_4492	14957	No	OUT/SINGLE	OUT/SINGLE/OVER	No	No	UHGV	Low-quality	ND	No	No	root;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella copri	1	0	0	0	NA
vOTU_4493	19306	No	OUT/SINGLE	OUT/SINGLE/OVER	No	No	UHGV	Medium-quality	ND	No	No	root;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__UMGS1375;s__UMGS1375 sp900066615	1	1	1	1	NA
vOTU_4494	37537	No	227	227	No	No	UHGV	Medium-quality	ND	No	No	root;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__GCA-900066135;s__GCA-900066135 sp900066135	1	1	0	1	NA
vOTU_4495	61113	No	OUT/SINGLE	OUT/SINGLE/OVER	No	No	UHGV	Low-quality	ND	No	No	root;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Crassvirales;Epsilon-crassviridae	ND	1	0	1	1	NA
vOTU_4496	18285	No	OUT/SINGLE	OUT/SINGLE/OVER	No	No	UHGV	Low-quality	ND	No	No	root;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides sp900556625	1	0	0	1	NA
vOTU_4497	13014	No	485	485	No	No	UHGV	Low-quality	ND	No	No	root;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides uniformis	1	0	0	0	NA
vOTU_4498	16893	No	472	472	No	No	UHGV	Low-quality	ND	No	No	root;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides ovatus	1	0	0	1	NA
vOTU_4499	11722	No	240	240	No	No	UHGV	Complete	non-temperate	No	No	root;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae	1	1	0	1	NA
vOTU_4500	43115	No	36;269	OUT/SINGLE/OVER	No	No	UHGV	High-quality	non-temperate	No	No	root;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes sp000434235	1	1	1	1	NA
vOTU_4501	21279	No	62	62	No	No	UHGV	Medium-quality	ND	Yes	No	root;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Pseudoruminococcus;s__Pseudoruminococcus massiliensis	1	1	1	1	r__Duplodnaviria; k__Heunggongvirae; p__Uroviricota; c__Caudoviricetes
vOTU_4502	14045	No	54	54	No	No	UHGV	Low-quality	ND	No	No	root;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	ND	1	0	0	1	NA
vOTU_4503	36952	No	597	597	No	No	UHGV	Medium-quality	ND	No	No	root;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes onderdonkii	1	1	1	1	NA
vOTU_4504	81337	No	82	82	No	No	UHGV	Low-quality	ND	No	No	root;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes putredinis	1	0	0	0	NA
vOTU_4505	18995	No	561;902	OUT/SINGLE/OVER	No	No	UHGV	Low-quality	ND	No	No	root;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__CAG-83;s__CAG-83 sp900548615	1	0	0	1	NA
vOTU_4506	17582	No	532	532	No	No	UHGV	Low-quality	ND	No	No	root;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium;s__Faecalibacterium prausnitzii	1	0	0	0	NA
vOTU_4507	23525	No	36;662	OUT/SINGLE/OVER	No	No	UHGV	Medium-quality	ND	No	No	root;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Winoviridae	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides finegoldii	1	1	0	1	NA
vOTU_4508	57591	No	204	204	No	No	UHGV	High-quality	non-temperate	No	No	root;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Phocaeicola;s__Phocaeicola plebeius	1	1	1	1	NA
vOTU_4509	37556	No	OUT/SINGLE	OUT/SINGLE/OVER	No	No	UHGV	High-quality	temperate	No	No	root;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Hungatella;s__Hungatella effluvii	1	1	1	1	NA
vOTU_4510	12944	No	OUT/SINGLE	OUT/SINGLE/OVER	No	No	UHGV	Low-quality	ND	No	No	root;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Opitutales;f__CAG-312;g__CAG-312;s__CAG-312 sp001917305	1	0	0	1	NA
vOTU_4511	62629	No	623	623	No	No	UHGV	High-quality	non-temperate	No	No	root;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	d__Bacteria;p__Desulfobacterota_I;c__Desulfovibrionia;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Desulfovibrio;s__Desulfovibrio sp900319575	1	1	1	1	NA
vOTU_4512	35944	No	OUT/SINGLE	OUT/SINGLE/OVER	No	No	UHGV	High-quality	temperate	No	No	root;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae;g__CAG-1427;s__CAG-1427 sp900547965	1	1	1	1	NA
vOTU_4513	12308	No	334	334	No	No	UHGV	Low-quality	ND	No	No	root;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__NK3B98;s__NK3B98 sp900545815	1	0	0	1	NA
vOTU_4514	48086	No	437	437	No	No	UHGV	High-quality	temperate	No	No	root;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides sp900556625	1	1	1	1	NA
vOTU_4515	10412	No	499	499	No	No	UHGV	Low-quality	ND	No	No	root;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides sp900552405	1	0	0	0	NA
vOTU_4516	60507	No	299	299	No	No	UHGV	High-quality	temperate	No	No	root;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium;s__Faecalibacterium prausnitzii_G	1	1	1	1	NA
vOTU_4517	11133	No	627	627	No	No	UHGV	Low-quality	ND	No	No	root;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella sp900313215	1	0	0	0	NA
vOTU_4518	29129	No	OUT/SINGLE	OUT/SINGLE/OVER	No	No	UHGV	High-quality	temperate	No	No	root;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	d__Bacteria;p__Firmicutes;c__Bacilli;o__RF39;f__UBA660;g__CAG-877;s__CAG-877 sp000433455	1	1	0	1	NA
vOTU_4519	16633	No	14	14	No	No	UHGV	Medium-quality	ND	Yes	No	root;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Salasmaviridae	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__CAG-353;s__CAG-353 sp900066885	1	1	1	1	r__Duplodnaviria; k__Heunggongvirae; p__Uroviricota; c__Caudoviricetes
vOTU_4520	28124	No	OUT/SINGLE	OUT/SINGLE/OVER	No	No	UHGV	Low-quality	ND	No	No	root;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Crassvirales;Epsilon-crassviridae	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella copri	1	0	0	1	NA
vOTU_4521	53711	No	127	127	No	No	UHGV	Medium-quality	ND	No	No	root;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides sp900556625	1	1	1	0	NA
vOTU_4522	26564	No	OUT/SINGLE	OUT/SINGLE/OVER	No	No	UHGV	Low-quality	ND	No	No	root;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__KLE1615;s__KLE1615 sp900066985	1	0	0	0	NA
vOTU_4523	33375	No	62	62	No	No	UHGV	Medium-quality	ND	Yes	No	root;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A;s__Blautia_A sp003471165	1	1	0	1	r__Duplodnaviria; k__Heunggongvirae; p__Uroviricota; c__Caudoviricetes
vOTU_4524	22310	No	OUT/SINGLE	OUT/SINGLE/OVER	No	No	UHGV	Low-quality	ND	No	No	root;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella copri	1	0	0	1	NA
vOTU_4525	42762	No	66	66	No	No	UHGV	Medium-quality	ND	No	No	root;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides uniformis	1	1	0	1	NA
vOTU_4526	27112	No	699	699	No	No	UHGV	Medium-quality	ND	No	No	root;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	ND	1	1	0	1	NA
