Genome_vCon	VC	VC Status	Size	VC Subcluster	VC Subcluster Size	Quality	Adj P-value	Topology Confidence Score
vOTU_0220	NA	Outlier	NA	NA	NA	NA	NA	NA
vOTU_0221	NA	Singleton	NA	NA	NA	NA	NA	NA
vOTU_0222	NA	Outlier	NA	NA	NA	NA	NA	NA
vOTU_0223	NA	Outlier	NA	NA	NA	NA	NA	NA
vOTU_0226	NA	Overlap (VC_12/VC_61/VC_333)	NA	NA	NA	NA	NA	NA
vOTU_0231	NA	Singleton	NA	NA	NA	NA	NA	NA
vOTU_0233	NA	Outlier	NA	NA	NA	NA	NA	NA
vOTU_0237	NA	Overlap (VC_80/VC_82)	NA	NA	NA	NA	NA	NA
vOTU_0238	NA	Singleton	NA	NA	NA	NA	NA	NA
vOTU_0242	NA	Overlap (VC_178/VC_845)	NA	NA	NA	NA	NA	NA
vOTU_0245	NA	Overlap (VC_268/VC_294)	NA	NA	NA	NA	NA	NA
vOTU_0247	NA	Overlap (VC_130/VC_163)	NA	NA	NA	NA	NA	NA
vOTU_0251	NA	Outlier	NA	NA	NA	NA	NA	NA
vOTU_0252	NA	Outlier	NA	NA	NA	NA	NA	NA
vOTU_0257	NA	Overlap (VC_45/VC_376/VC_565/VC_953)	NA	NA	NA	NA	NA	NA
vOTU_0259	NA	Outlier	NA	NA	NA	NA	NA	NA
vOTU_0264	NA	Overlap (VC_526/VC_803)	NA	NA	NA	NA	NA	NA
vOTU_0266	NA	Overlap (VC_461/VC_769)	NA	NA	NA	NA	NA	NA
vOTU_0268	NA	Outlier	NA	NA	NA	NA	NA	NA
vOTU_0284	NA	Outlier	NA	NA	NA	NA	NA	NA
vOTU_0285	NA	Outlier	NA	NA	NA	NA	NA	NA
vOTU_0289	NA	Outlier	NA	NA	NA	NA	NA	NA
vOTU_0290	NA	Outlier	NA	NA	NA	NA	NA	NA
vOTU_0291	NA	Overlap (VC_49/VC_61/VC_333)	NA	NA	NA	NA	NA	NA
vOTU_0295	NA	Overlap (VC_183/VC_558)	NA	NA	NA	NA	NA	NA
vOTU_0298	NA	Outlier	NA	NA	NA	NA	NA	NA
vOTU_0299	NA	Singleton	NA	NA	NA	NA	NA	NA
vOTU_0300	NA	Outlier	NA	NA	NA	NA	NA	NA
vOTU_0302	NA	Outlier	NA	NA	NA	NA	NA	NA
vOTU_0307	NA	Outlier	NA	NA	NA	NA	NA	NA
vOTU_0311	NA	Outlier	NA	NA	NA	NA	NA	NA
vOTU_0314	NA	Outlier	NA	NA	NA	NA	NA	NA
vOTU_0315	NA	Singleton	NA	NA	NA	NA	NA	NA
vOTU_0316	NA	Outlier	NA	NA	NA	NA	NA	NA
vOTU_0320	NA	Singleton	NA	NA	NA	NA	NA	NA
vOTU_0321	NA	Outlier	NA	NA	NA	NA	NA	NA
vOTU_0323	NA	Outlier	NA	NA	NA	NA	NA	NA
vOTU_0324	NA	Singleton	NA	NA	NA	NA	NA	NA
vOTU_0326	NA	Outlier	NA	NA	NA	NA	NA	NA
vOTU_0328	NA	Outlier	NA	NA	NA	NA	NA	NA
vOTU_0329	NA	Outlier	NA	NA	NA	NA	NA	NA
vOTU_0330	NA	Outlier	NA	NA	NA	NA	NA	NA
vOTU_0331	NA	Singleton	NA	NA	NA	NA	NA	NA
vOTU_0336	NA	Outlier	NA	NA	NA	NA	NA	NA
vOTU_0337	NA	Outlier	NA	NA	NA	NA	NA	NA
vOTU_0340	NA	Outlier	NA	NA	NA	NA	NA	NA
vOTU_0341	NA	Outlier	NA	NA	NA	NA	NA	NA
vOTU_0343	NA	Outlier	NA	NA	NA	NA	NA	NA
vOTU_0344	NA	Singleton	NA	NA	NA	NA	NA	NA
vOTU_0345	NA	Overlap (VC_280/VC_386)	NA	NA	NA	NA	NA	NA
vOTU_0346	NA	Outlier	NA	NA	NA	NA	NA	NA
vOTU_0349	NA	Outlier	NA	NA	NA	NA	NA	NA
vOTU_0350	NA	Outlier	NA	NA	NA	NA	NA	NA
vOTU_0351	NA	Singleton	NA	NA	NA	NA	NA	NA
vOTU_0352	NA	Outlier	NA	NA	NA	NA	NA	NA
vOTU_0353	NA	Overlap (VC_178/VC_845)	NA	NA	NA	NA	NA	NA
vOTU_0358	NA	Outlier	NA	NA	NA	NA	NA	NA
vOTU_0365	NA	Outlier	NA	NA	NA	NA	NA	NA
vOTU_0368	NA	Outlier	NA	NA	NA	NA	NA	NA
vOTU_0371	NA	Singleton	NA	NA	NA	NA	NA	NA
vOTU_0372	NA	Outlier	NA	NA	NA	NA	NA	NA
vOTU_0374	NA	Outlier	NA	NA	NA	NA	NA	NA
vOTU_0381	NA	Outlier	NA	NA	NA	NA	NA	NA
vOTU_0383	NA	Outlier	NA	NA	NA	NA	NA	NA
vOTU_0387	NA	Outlier	NA	NA	NA	NA	NA	NA
vOTU_0389	NA	Outlier	NA	NA	NA	NA	NA	NA
vOTU_0394	NA	Singleton	NA	NA	NA	NA	NA	NA
vOTU_0398	NA	Overlap (VC_234/VC_805)	NA	NA	NA	NA	NA	NA
vOTU_0403	NA	Overlap (VC_92/VC_93/VC_192)	NA	NA	NA	NA	NA	NA
vOTU_0404	NA	Outlier	NA	NA	NA	NA	NA	NA
vOTU_0405	NA	Overlap (VC_450/VC_479)	NA	NA	NA	NA	NA	NA
vOTU_0406	NA	Outlier	NA	NA	NA	NA	NA	NA
vOTU_0413	NA	Overlap (VC_23/VC_279)	NA	NA	NA	NA	NA	NA
vOTU_0418	NA	Outlier	NA	NA	NA	NA	NA	NA
vOTU_0419	NA	Overlap (VC_28/VC_560)	NA	NA	NA	NA	NA	NA
vOTU_0425	NA	Overlap (VC_504/VC_526)	NA	NA	NA	NA	NA	NA
vOTU_0437	NA	Overlap (VC_144/VC_248)	NA	NA	NA	NA	NA	NA
vOTU_0444	NA	Overlap (VC_66/VC_637)	NA	NA	NA	NA	NA	NA
vOTU_0449	NA	Overlap (VC_137/VC_812)	NA	NA	NA	NA	NA	NA
vOTU_0450	NA	Outlier	NA	NA	NA	NA	NA	NA
vOTU_0454	NA	Outlier	NA	NA	NA	NA	NA	NA
vOTU_0457	NA	Outlier	NA	NA	NA	NA	NA	NA
vOTU_0459	NA	Outlier	NA	NA	NA	NA	NA	NA
vOTU_0460	NA	Outlier	NA	NA	NA	NA	NA	NA
vOTU_0461	NA	Overlap (VC_461/VC_769)	NA	NA	NA	NA	NA	NA
vOTU_0463	NA	Outlier	NA	NA	NA	NA	NA	NA
vOTU_0464	NA	Outlier	NA	NA	NA	NA	NA	NA
vOTU_0465	NA	Outlier	NA	NA	NA	NA	NA	NA
vOTU_0470	NA	Outlier	NA	NA	NA	NA	NA	NA
vOTU_0471	NA	Outlier	NA	NA	NA	NA	NA	NA
vOTU_0473	NA	Overlap (VC_51/VC_98)	NA	NA	NA	NA	NA	NA
vOTU_0475	NA	Outlier	NA	NA	NA	NA	NA	NA
vOTU_0476	NA	Singleton	NA	NA	NA	NA	NA	NA
vOTU_0481	NA	Outlier	NA	NA	NA	NA	NA	NA
vOTU_0483	NA	Outlier	NA	NA	NA	NA	NA	NA
vOTU_0487	NA	Outlier	NA	NA	NA	NA	NA	NA
vOTU_0492	NA	Outlier	NA	NA	NA	NA	NA	NA
vOTU_0493	NA	Outlier	NA	NA	NA	NA	NA	NA
vOTU_0494	NA	Outlier	NA	NA	NA	NA	NA	NA
vOTU_0495	NA	Outlier	NA	NA	NA	NA	NA	NA
vOTU_0496	NA	Outlier	NA	NA	NA	NA	NA	NA
vOTU_0499	NA	Outlier	NA	NA	NA	NA	NA	NA
vOTU_0500	NA	Singleton	NA	NA	NA	NA	NA	NA
vOTU_0501	NA	Singleton	NA	NA	NA	NA	NA	NA
vOTU_0505	NA	Outlier	NA	NA	NA	NA	NA	NA
vOTU_0510	NA	Overlap (VC_287/VC_751)	NA	NA	NA	NA	NA	NA
vOTU_0514	NA	Overlap (VC_23/VC_279)	NA	NA	NA	NA	NA	NA
vOTU_0517	NA	Overlap (VC_33/VC_275)	NA	NA	NA	NA	NA	NA
vOTU_0522	NA	Overlap (VC_45/VC_376/VC_565/VC_953)	NA	NA	NA	NA	NA	NA
vOTU_0526	NA	Overlap (VC_28/VC_560)	NA	NA	NA	NA	NA	NA
vOTU_0530	NA	Overlap (VC_280/VC_386/VC_770)	NA	NA	NA	NA	NA	NA
vOTU_0531	NA	Outlier	NA	NA	NA	NA	NA	NA
vOTU_0534	NA	Overlap (VC_183/VC_558)	NA	NA	NA	NA	NA	NA
vOTU_0541	NA	Overlap (VC_130/VC_385)	NA	NA	NA	NA	NA	NA
vOTU_0547	NA	Outlier	NA	NA	NA	NA	NA	NA
vOTU_0548	NA	Overlap (VC_51/VC_98)	NA	NA	NA	NA	NA	NA
vOTU_0551	NA	Outlier	NA	NA	NA	NA	NA	NA
vOTU_0552	NA	Outlier	NA	NA	NA	NA	NA	NA
vOTU_0557	NA	Outlier	NA	NA	NA	NA	NA	NA
vOTU_0558	NA	Outlier	NA	NA	NA	NA	NA	NA
vOTU_0559	NA	Outlier	NA	NA	NA	NA	NA	NA
vOTU_0563	NA	Outlier	NA	NA	NA	NA	NA	NA
vOTU_0564	NA	Singleton	NA	NA	NA	NA	NA	NA
vOTU_0565	NA	Singleton	NA	NA	NA	NA	NA	NA
vOTU_0566	NA	Singleton	NA	NA	NA	NA	NA	NA
vOTU_0567	NA	Outlier	NA	NA	NA	NA	NA	NA
vOTU_0568	NA	Singleton	NA	NA	NA	NA	NA	NA
vOTU_0572	NA	Outlier	NA	NA	NA	NA	NA	NA
vOTU_0573	NA	Outlier	NA	NA	NA	NA	NA	NA
vOTU_0574	NA	Singleton	NA	NA	NA	NA	NA	NA
vOTU_0575	NA	Overlap (VC_593/VC_595)	NA	NA	NA	NA	NA	NA
vOTU_0576	NA	Singleton	NA	NA	NA	NA	NA	NA
vOTU_0577	NA	Singleton	NA	NA	NA	NA	NA	NA
vOTU_0580	NA	Singleton	NA	NA	NA	NA	NA	NA
vOTU_0582	NA	Outlier	NA	NA	NA	NA	NA	NA
vOTU_0584	NA	Outlier	NA	NA	NA	NA	NA	NA
vOTU_0585	NA	Outlier	NA	NA	NA	NA	NA	NA
vOTU_0586	NA	Singleton	NA	NA	NA	NA	NA	NA
vOTU_0587	NA	Outlier	NA	NA	NA	NA	NA	NA
vOTU_0590	NA	Singleton	NA	NA	NA	NA	NA	NA
vOTU_0591	NA	Singleton	NA	NA	NA	NA	NA	NA
vOTU_0592	NA	Singleton	NA	NA	NA	NA	NA	NA
vOTU_0593	NA	Outlier	NA	NA	NA	NA	NA	NA
vOTU_0594	NA	Singleton	NA	NA	NA	NA	NA	NA
vOTU_0595	NA	Singleton	NA	NA	NA	NA	NA	NA
vOTU_0600	NA	Outlier	NA	NA	NA	NA	NA	NA
vOTU_0607	NA	Overlap (VC_278/VC_761)	NA	NA	NA	NA	NA	NA
vOTU_0609	NA	Overlap (VC_644/VC_782)	NA	NA	NA	NA	NA	NA
vOTU_0610	NA	Overlap (VC_526/VC_803)	NA	NA	NA	NA	NA	NA
vOTU_0613	NA	Outlier	NA	NA	NA	NA	NA	NA
vOTU_0615	NA	Outlier	NA	NA	NA	NA	NA	NA
vOTU_0616	NA	Outlier	NA	NA	NA	NA	NA	NA
vOTU_0618	NA	Outlier	NA	NA	NA	NA	NA	NA
vOTU_0619	NA	Outlier	NA	NA	NA	NA	NA	NA
vOTU_0620	NA	Overlap (VC_22/VC_121)	NA	NA	NA	NA	NA	NA
vOTU_0621	NA	Overlap (VC_288/VC_298)	NA	NA	NA	NA	NA	NA
vOTU_0623	NA	Outlier	NA	NA	NA	NA	NA	NA
vOTU_0624	NA	Overlap (VC_51/VC_98)	NA	NA	NA	NA	NA	NA
vOTU_0627	NA	Outlier	NA	NA	NA	NA	NA	NA
vOTU_0628	NA	Overlap (VC_56/VC_971)	NA	NA	NA	NA	NA	NA
vOTU_0631	NA	Outlier	NA	NA	NA	NA	NA	NA
vOTU_0632	NA	Outlier	NA	NA	NA	NA	NA	NA
vOTU_0634	NA	Outlier	NA	NA	NA	NA	NA	NA
vOTU_0635	NA	Outlier	NA	NA	NA	NA	NA	NA
vOTU_0636	NA	Outlier	NA	NA	NA	NA	NA	NA
vOTU_0637	NA	Outlier	NA	NA	NA	NA	NA	NA
vOTU_0638	NA	Outlier	NA	NA	NA	NA	NA	NA
vOTU_0639	NA	Outlier	NA	NA	NA	NA	NA	NA
vOTU_0645	NA	Outlier	NA	NA	NA	NA	NA	NA
vOTU_0646	NA	Outlier	NA	NA	NA	NA	NA	NA
vOTU_0649	NA	Overlap (VC_22/VC_121)	NA	NA	NA	NA	NA	NA
vOTU_0650	NA	Outlier	NA	NA	NA	NA	NA	NA
vOTU_0653	NA	Outlier	NA	NA	NA	NA	NA	NA
vOTU_0654	NA	Singleton	NA	NA	NA	NA	NA	NA
vOTU_0657	NA	Singleton	NA	NA	NA	NA	NA	NA
vOTU_0659	NA	Outlier	NA	NA	NA	NA	NA	NA
vOTU_0660	NA	Overlap (VC_242/VC_295)	NA	NA	NA	NA	NA	NA
vOTU_0661	NA	Outlier	NA	NA	NA	NA	NA	NA
vOTU_0662	NA	Singleton	NA	NA	NA	NA	NA	NA
vOTU_0663	NA	Singleton	NA	NA	NA	NA	NA	NA
vOTU_0665	NA	Outlier	NA	NA	NA	NA	NA	NA
vOTU_0666	NA	Singleton	NA	NA	NA	NA	NA	NA
vOTU_0667	NA	Singleton	NA	NA	NA	NA	NA	NA
vOTU_0668	NA	Singleton	NA	NA	NA	NA	NA	NA
vOTU_0669	NA	Outlier	NA	NA	NA	NA	NA	NA
vOTU_0670	NA	Outlier	NA	NA	NA	NA	NA	NA
vOTU_0673	NA	Singleton	NA	NA	NA	NA	NA	NA
vOTU_0675	NA	Outlier	NA	NA	NA	NA	NA	NA
vOTU_0676	NA	Outlier	NA	NA	NA	NA	NA	NA
vOTU_0677	NA	Singleton	NA	NA	NA	NA	NA	NA
vOTU_0678	NA	Outlier	NA	NA	NA	NA	NA	NA
vOTU_0679	NA	Overlap (VC_66/VC_637)	NA	NA	NA	NA	NA	NA
vOTU_0680	NA	Overlap (VC_401/VC_443)	NA	NA	NA	NA	NA	NA
vOTU_0681	NA	Singleton	NA	NA	NA	NA	NA	NA
vOTU_0683	NA	Outlier	NA	NA	NA	NA	NA	NA
vOTU_0685	NA	Outlier	NA	NA	NA	NA	NA	NA
vOTU_0686	NA	Outlier	NA	NA	NA	NA	NA	NA
vOTU_0687	NA	Singleton	NA	NA	NA	NA	NA	NA
vOTU_0688	NA	Outlier	NA	NA	NA	NA	NA	NA
vOTU_0695	NA	Overlap (VC_130/VC_163)	NA	NA	NA	NA	NA	NA
vOTU_0702	NA	Outlier	NA	NA	NA	NA	NA	NA
vOTU_0715	NA	Singleton	NA	NA	NA	NA	NA	NA
vOTU_0716	NA	Singleton	NA	NA	NA	NA	NA	NA
vOTU_0722	NA	Overlap (VC_380/VC_675)	NA	NA	NA	NA	NA	NA
vOTU_0723	NA	Outlier	NA	NA	NA	NA	NA	NA
vOTU_0725	NA	Overlap (VC_12/VC_333)	NA	NA	NA	NA	NA	NA
vOTU_0729	NA	Overlap (VC_71/VC_852)	NA	NA	NA	NA	NA	NA
vOTU_0731	NA	Outlier	NA	NA	NA	NA	NA	NA
vOTU_0744	NA	Outlier	NA	NA	NA	NA	NA	NA
vOTU_0747	NA	Outlier	NA	NA	NA	NA	NA	NA
vOTU_0748	NA	Outlier	NA	NA	NA	NA	NA	NA
vOTU_0751	NA	Outlier	NA	NA	NA	NA	NA	NA
vOTU_0754	NA	Overlap (VC_365/VC_813)	NA	NA	NA	NA	NA	NA
vOTU_0759	NA	Singleton	NA	NA	NA	NA	NA	NA
vOTU_0760	NA	Singleton	NA	NA	NA	NA	NA	NA
vOTU_0763	NA	Outlier	NA	NA	NA	NA	NA	NA
vOTU_0764	NA	Outlier	NA	NA	NA	NA	NA	NA
vOTU_0766	NA	Singleton	NA	NA	NA	NA	NA	NA
vOTU_0767	NA	Singleton	NA	NA	NA	NA	NA	NA
vOTU_0769	NA	Outlier	NA	NA	NA	NA	NA	NA
vOTU_0771	NA	Overlap (VC_66/VC_637)	NA	NA	NA	NA	NA	NA
vOTU_0772	NA	Overlap (VC_137/VC_812)	NA	NA	NA	NA	NA	NA
vOTU_0776	NA	Outlier	NA	NA	NA	NA	NA	NA
vOTU_0777	NA	Overlap (VC_54/VC_688)	NA	NA	NA	NA	NA	NA
vOTU_0779	NA	Overlap (VC_280/VC_386)	NA	NA	NA	NA	NA	NA
vOTU_0781	NA	Overlap (VC_454/VC_782)	NA	NA	NA	NA	NA	NA
vOTU_0782	NA	Outlier	NA	NA	NA	NA	NA	NA
vOTU_0783	NA	Outlier	NA	NA	NA	NA	NA	NA
vOTU_0787	NA	Outlier	NA	NA	NA	NA	NA	NA
vOTU_0789	NA	Overlap (VC_82/VC_687)	NA	NA	NA	NA	NA	NA
vOTU_0790	NA	Overlap (VC_417/VC_755)	NA	NA	NA	NA	NA	NA
vOTU_0792	NA	Outlier	NA	NA	NA	NA	NA	NA
vOTU_0793	NA	Outlier	NA	NA	NA	NA	NA	NA
vOTU_0795	NA	Outlier	NA	NA	NA	NA	NA	NA
vOTU_0799	NA	Outlier	NA	NA	NA	NA	NA	NA
vOTU_0800	NA	Outlier	NA	NA	NA	NA	NA	NA
vOTU_0801	NA	Overlap (VC_61/VC_333)	NA	NA	NA	NA	NA	NA
vOTU_0804	NA	Outlier	NA	NA	NA	NA	NA	NA
vOTU_0805	NA	Outlier	NA	NA	NA	NA	NA	NA
vOTU_0806	NA	Outlier	NA	NA	NA	NA	NA	NA
vOTU_0807	NA	Outlier	NA	NA	NA	NA	NA	NA
vOTU_0809	NA	Overlap (VC_461/VC_769)	NA	NA	NA	NA	NA	NA
vOTU_0810	NA	Singleton	NA	NA	NA	NA	NA	NA
vOTU_0817	NA	Singleton	NA	NA	NA	NA	NA	NA
vOTU_0820	NA	Overlap (VC_148/VC_154)	NA	NA	NA	NA	NA	NA
vOTU_0821	NA	Outlier	NA	NA	NA	NA	NA	NA
vOTU_0823	NA	Outlier	NA	NA	NA	NA	NA	NA
vOTU_0833	NA	Overlap (VC_19/VC_190)	NA	NA	NA	NA	NA	NA
vOTU_0836	NA	Outlier	NA	NA	NA	NA	NA	NA
vOTU_0839	NA	Outlier	NA	NA	NA	NA	NA	NA
vOTU_0842	NA	Outlier	NA	NA	NA	NA	NA	NA
vOTU_0844	NA	Overlap (VC_297/VC_757)	NA	NA	NA	NA	NA	NA
vOTU_0848	NA	Overlap (VC_92/VC_93/VC_192)	NA	NA	NA	NA	NA	NA
vOTU_0852	NA	Overlap (VC_12/VC_61/VC_333)	NA	NA	NA	NA	NA	NA
vOTU_0853	NA	Outlier	NA	NA	NA	NA	NA	NA
vOTU_0855	NA	Overlap (VC_61/VC_333)	NA	NA	NA	NA	NA	NA
vOTU_0860	NA	Overlap (VC_24/VC_61)	NA	NA	NA	NA	NA	NA
vOTU_0862	NA	Overlap (VC_51/VC_98)	NA	NA	NA	NA	NA	NA
vOTU_0863	NA	Outlier	NA	NA	NA	NA	NA	NA
vOTU_0864	NA	Outlier	NA	NA	NA	NA	NA	NA
vOTU_0870	NA	Outlier	NA	NA	NA	NA	NA	NA
vOTU_0872	NA	Overlap (VC_365/VC_813)	NA	NA	NA	NA	NA	NA
vOTU_0875	NA	Overlap (VC_61/VC_333)	NA	NA	NA	NA	NA	NA
vOTU_0879	NA	Outlier	NA	NA	NA	NA	NA	NA
vOTU_0881	NA	Singleton	NA	NA	NA	NA	NA	NA
vOTU_0883	NA	Outlier	NA	NA	NA	NA	NA	NA
vOTU_0884	NA	Singleton	NA	NA	NA	NA	NA	NA
vOTU_0885	NA	Outlier	NA	NA	NA	NA	NA	NA
vOTU_0892	NA	Outlier	NA	NA	NA	NA	NA	NA
vOTU_0893	NA	Outlier	NA	NA	NA	NA	NA	NA
vOTU_0894	NA	Outlier	NA	NA	NA	NA	NA	NA
vOTU_0896	NA	Outlier	NA	NA	NA	NA	NA	NA
vOTU_0898	NA	Outlier	NA	NA	NA	NA	NA	NA
vOTU_0899	NA	Outlier	NA	NA	NA	NA	NA	NA
vOTU_0900	NA	Overlap (VC_22/VC_121)	NA	NA	NA	NA	NA	NA
vOTU_0901	NA	Outlier	NA	NA	NA	NA	NA	NA
vOTU_0902	NA	Singleton	NA	NA	NA	NA	NA	NA
vOTU_0903	NA	Outlier	NA	NA	NA	NA	NA	NA
vOTU_0905	NA	Overlap (VC_546/VC_627)	NA	NA	NA	NA	NA	NA
vOTU_0908	NA	Overlap (VC_165/VC_881)	NA	NA	NA	NA	NA	NA
vOTU_0909	NA	Outlier	NA	NA	NA	NA	NA	NA
vOTU_0911	NA	Outlier	NA	NA	NA	NA	NA	NA
vOTU_0912	NA	Outlier	NA	NA	NA	NA	NA	NA
vOTU_0914	NA	Outlier	NA	NA	NA	NA	NA	NA
vOTU_0923	NA	Overlap (VC_84/VC_812)	NA	NA	NA	NA	NA	NA
vOTU_0925	NA	Overlap (VC_137/VC_812)	NA	NA	NA	NA	NA	NA
vOTU_0929	NA	Outlier	NA	NA	NA	NA	NA	NA
vOTU_0930	NA	Singleton	NA	NA	NA	NA	NA	NA
vOTU_0935	NA	Overlap (VC_12/VC_333)	NA	NA	NA	NA	NA	NA
vOTU_0936	NA	Outlier	NA	NA	NA	NA	NA	NA
vOTU_0937	NA	Overlap (VC_80/VC_82)	NA	NA	NA	NA	NA	NA
vOTU_0938	NA	Outlier	NA	NA	NA	NA	NA	NA
vOTU_0939	NA	Outlier	NA	NA	NA	NA	NA	NA
vOTU_0942	NA	Outlier	NA	NA	NA	NA	NA	NA
vOTU_0943	NA	Outlier	NA	NA	NA	NA	NA	NA
vOTU_0946	NA	Outlier	NA	NA	NA	NA	NA	NA
vOTU_0947	NA	Outlier	NA	NA	NA	NA	NA	NA
vOTU_0951	NA	Outlier	NA	NA	NA	NA	NA	NA
vOTU_0952	NA	Outlier	NA	NA	NA	NA	NA	NA
vOTU_0953	NA	Overlap (VC_394/VC_472)	NA	NA	NA	NA	NA	NA
vOTU_0955	NA	Overlap (VC_137/VC_812)	NA	NA	NA	NA	NA	NA
vOTU_0959	NA	Overlap (VC_306/VC_359)	NA	NA	NA	NA	NA	NA
vOTU_0961	NA	Overlap (VC_373/VC_924)	NA	NA	NA	NA	NA	NA
vOTU_0962	NA	Outlier	NA	NA	NA	NA	NA	NA
vOTU_0963	NA	Overlap (VC_293/VC_317)	NA	NA	NA	NA	NA	NA
vOTU_0964	NA	Outlier	NA	NA	NA	NA	NA	NA
vOTU_0973	NA	Overlap (VC_148/VC_154/VC_449/VC_613)	NA	NA	NA	NA	NA	NA
vOTU_0976	NA	Overlap (VC_137/VC_812)	NA	NA	NA	NA	NA	NA
vOTU_0977	NA	Overlap (VC_99/VC_622)	NA	NA	NA	NA	NA	NA
vOTU_0980	NA	Outlier	NA	NA	NA	NA	NA	NA
vOTU_0983	NA	Overlap (VC_71/VC_485)	NA	NA	NA	NA	NA	NA
vOTU_0988	NA	Singleton	NA	NA	NA	NA	NA	NA
vOTU_0993	NA	Outlier	NA	NA	NA	NA	NA	NA
vOTU_0997	NA	Overlap (VC_22/VC_121)	NA	NA	NA	NA	NA	NA
vOTU_0998	NA	Overlap (VC_49/VC_61/VC_333)	NA	NA	NA	NA	NA	NA
vOTU_1003	NA	Overlap (VC_61/VC_333)	NA	NA	NA	NA	NA	NA
vOTU_1005	NA	Overlap (VC_368/VC_381)	NA	NA	NA	NA	NA	NA
vOTU_1006	NA	Outlier	NA	NA	NA	NA	NA	NA
vOTU_1010	NA	Outlier	NA	NA	NA	NA	NA	NA
vOTU_1012	NA	Outlier	NA	NA	NA	NA	NA	NA
vOTU_1013	NA	Singleton	NA	NA	NA	NA	NA	NA
vOTU_1014	NA	Outlier	NA	NA	NA	NA	NA	NA
vOTU_1018	NA	Outlier	NA	NA	NA	NA	NA	NA
vOTU_1020	NA	Outlier	NA	NA	NA	NA	NA	NA
vOTU_1021	NA	Outlier	NA	NA	NA	NA	NA	NA
vOTU_1024	NA	Outlier	NA	NA	NA	NA	NA	NA
vOTU_1028	NA	Overlap (VC_222/VC_774)	NA	NA	NA	NA	NA	NA
vOTU_1029	NA	Singleton	NA	NA	NA	NA	NA	NA
vOTU_1031	NA	Outlier	NA	NA	NA	NA	NA	NA
vOTU_1033	NA	Overlap (VC_60/VC_121)	NA	NA	NA	NA	NA	NA
vOTU_1034	NA	Outlier	NA	NA	NA	NA	NA	NA
vOTU_1035	NA	Singleton	NA	NA	NA	NA	NA	NA
vOTU_1036	NA	Singleton	NA	NA	NA	NA	NA	NA
vOTU_1039	NA	Singleton	NA	NA	NA	NA	NA	NA
vOTU_1040	NA	Outlier	NA	NA	NA	NA	NA	NA
vOTU_1041	NA	Outlier	NA	NA	NA	NA	NA	NA
vOTU_1043	NA	Outlier	NA	NA	NA	NA	NA	NA
vOTU_1044	NA	Outlier	NA	NA	NA	NA	NA	NA
vOTU_1051	NA	Overlap (VC_312/VC_370)	NA	NA	NA	NA	NA	NA
vOTU_1054	NA	Singleton	NA	NA	NA	NA	NA	NA
vOTU_1056	NA	Outlier	NA	NA	NA	NA	NA	NA
vOTU_1057	NA	Overlap (VC_119/VC_159)	NA	NA	NA	NA	NA	NA
vOTU_1062	NA	Outlier	NA	NA	NA	NA	NA	NA
vOTU_1063	NA	Outlier	NA	NA	NA	NA	NA	NA
vOTU_1066	NA	Overlap (VC_280/VC_386)	NA	NA	NA	NA	NA	NA
vOTU_1074	NA	Outlier	NA	NA	NA	NA	NA	NA
vOTU_1076	NA	Overlap (VC_128/VC_286)	NA	NA	NA	NA	NA	NA
vOTU_1080	NA	Outlier	NA	NA	NA	NA	NA	NA
vOTU_1081	NA	Outlier	NA	NA	NA	NA	NA	NA
vOTU_1084	NA	Outlier	NA	NA	NA	NA	NA	NA
vOTU_1090	NA	Outlier	NA	NA	NA	NA	NA	NA
vOTU_1091	NA	Outlier	NA	NA	NA	NA	NA	NA
vOTU_1098	NA	Outlier	NA	NA	NA	NA	NA	NA
vOTU_1099	NA	Overlap (VC_148/VC_154)	NA	NA	NA	NA	NA	NA
vOTU_1102	NA	Overlap (VC_12/VC_61/VC_121/VC_333)	NA	NA	NA	NA	NA	NA
vOTU_1103	NA	Singleton	NA	NA	NA	NA	NA	NA
vOTU_1104	NA	Outlier	NA	NA	NA	NA	NA	NA
vOTU_1106	NA	Overlap (VC_130/VC_669)	NA	NA	NA	NA	NA	NA
vOTU_1117	NA	Overlap (VC_168/VC_298)	NA	NA	NA	NA	NA	NA
vOTU_1119	NA	Overlap (VC_82/VC_687)	NA	NA	NA	NA	NA	NA
vOTU_1122	NA	Overlap (VC_24/VC_121)	NA	NA	NA	NA	NA	NA
vOTU_1128	NA	Outlier	NA	NA	NA	NA	NA	NA
vOTU_1137	NA	Outlier	NA	NA	NA	NA	NA	NA
vOTU_1138	NA	Overlap (VC_365/VC_813)	NA	NA	NA	NA	NA	NA
vOTU_1139	NA	Outlier	NA	NA	NA	NA	NA	NA
vOTU_1142	NA	Singleton	NA	NA	NA	NA	NA	NA
vOTU_1144	NA	Outlier	NA	NA	NA	NA	NA	NA
vOTU_1147	NA	Overlap (VC_130/VC_669)	NA	NA	NA	NA	NA	NA
vOTU_1149	NA	Singleton	NA	NA	NA	NA	NA	NA
vOTU_1153	NA	Outlier	NA	NA	NA	NA	NA	NA
vOTU_1155	NA	Singleton	NA	NA	NA	NA	NA	NA
vOTU_1157	NA	Outlier	NA	NA	NA	NA	NA	NA
vOTU_1161	NA	Outlier	NA	NA	NA	NA	NA	NA
vOTU_1163	NA	Outlier	NA	NA	NA	NA	NA	NA
